County,Not_Insured,Sex,Year
Jefferson,3115,Male Only,2019
Jefferson,2394,Female Only,2019
Johnson,1476,Both Sexes,2019
Johnson,835,Male Only,2019
Johnson,641,Female Only,2019
Knox,41329,Both Sexes,2019
Knox,22786,Male Only,2019
Knox,18543,Female Only,2019
Lake,444,Both Sexes,2019
Lake,244,Male Only,2019
Lake,200,Female Only,2019
Lauderdale,2374,Both Sexes,2019
Lauderdale,1276,Male Only,2019
Lauderdale,1098,Female Only,2019
Lawrence,4613,Both Sexes,2019
Lawrence,2547,Male Only,2019
Lawrence,2066,Female Only,2019
Lewis,1137,Both Sexes,2019
Lewis,631,Male Only,2019
Lewis,506,Female Only,2019
Lincoln,3607,Both Sexes,2019
Lincoln,2051,Male Only,2019
Lincoln,1556,Female Only,2019
Loudon,5388,Both Sexes,2019
Loudon,2757,Male Only,2019
Loudon,2631,Female Only,2019
McMinn,5432,Both Sexes,2019
McMinn,2951,Male Only,2019
McMinn,2481,Female Only,2019
McNairy,2295,Both Sexes,2019
McNairy,1261,Male Only,2019
McNairy,1034,Female Only,2019
Macon,3011,Both Sexes,2019
Macon,1631,Male Only,2019
Macon,1380,Female Only,2019
Madison,8637,Both Sexes,2019
Madison,4708,Male Only,2019
Madison,3929,Female Only,2019
Marion,2764,Both Sexes,2019
Marion,1489,Male Only,2019
Marion,1275,Female Only,2019
Marshall,3353,Both Sexes,2019
Marshall,1801,Male Only,2019
Marshall,1552,Female Only,2019
Maury,9081,Both Sexes,2019
Maury,4972,Male Only,2019
Maury,4109,Female Only,2019
Meigs,1249,Both Sexes,2019
Meigs,667,Male Only,2019
Meigs,582,Female Only,2019
Monroe,4731,Both Sexes,2019
Monroe,2642,Male Only,2019
Monroe,2089,Female Only,2019
Montgomery,17282,Both Sexes,2019
Montgomery,9534,Male Only,2019
Montgomery,7748,Female Only,2019
Moore,514,Both Sexes,2019
Moore,279,Male Only,2019
Moore,235,Female Only,2019
Morgan,1887,Both Sexes,2019
Morgan,1047,Male Only,2019
Morgan,840,Female Only,2019
Obion,2918,Both Sexes,2019
Obion,1671,Male Only,2019
Obion,1247,Female Only,2019
Overton,2296,Both Sexes,2019
Overton,1285,Male Only,2019
Overton,1011,Female Only,2019
Perry,901,Both Sexes,2019
Perry,500,Male Only,2019
Perry,401,Female Only,2019
Pickett,538,Both Sexes,2019
Pickett,298,Male Only,2019
Pickett,240,Female Only,2019
Polk,1871,Both Sexes,2019
Polk,1066,Male Only,2019
Polk,805,Female Only,2019
Putnam,8504,Both Sexes,2019
Putnam,4844,Male Only,2019
Putnam,3660,Female Only,2019
Rhea,3635,Both Sexes,2019
Rhea,2024,Male Only,2019
Rhea,1611,Female Only,2019
Roane,4305,Both Sexes,2019
Roane,2481,Male Only,2019
Roane,1824,Female Only,2019
Robertson,6963,Both Sexes,2019
Robertson,3794,Male Only,2019
Robertson,3169,Female Only,2019
Rutherford,30323,Both Sexes,2019
Rutherford,16092,Male Only,2019
Rutherford,14231,Female Only,2019
Scott,2143,Both Sexes,2019
Scott,1226,Male Only,2019
Scott,917,Female Only,2019
Sequatchie,1465,Both Sexes,2019
Sequatchie,808,Male Only,2019
Sequatchie,657,Female Only,2019
Sevier,13557,Both Sexes,2019
Sevier,7302,Male Only,2019
Sevier,6255,Female Only,2019
Shelby,103192,Both Sexes,2019
Shelby,58513,Male Only,2019
Shelby,44679,Female Only,2019
Smith,1982,Both Sexes,2019
Smith,1147,Male Only,2019
Smith,835,Female Only,2019
Stewart,1353,Both Sexes,2019
Stewart,768,Male Only,2019
Stewart,585,Female Only,2019
Sullivan,14688,Both Sexes,2019
Sullivan,8030,Male Only,2019
Sullivan,6658,Female Only,2019
Sumner,16587,Both Sexes,2019
Sumner,8560,Male Only,2019
Sumner,8027,Female Only,2019
Tipton,5353,Both Sexes,2019
Tipton,2873,Male Only,2019
Tipton,2480,Female Only,2019
Trousdale,933,Both Sexes,2019
Trousdale,519,Male Only,2019
Trousdale,414,Female Only,2019
Unicoi,1752,Both Sexes,2019
Unicoi,1015,Male Only,2019
Unicoi,737,Female Only,2019
Union,2188,Both Sexes,2019
Union,1232,Male Only,2019
Union,956,Female Only,2019
VanBuren,551,Both Sexes,2019
VanBuren,314,Male Only,2019
VanBuren,237,Female Only,2019
Warren,5237,Both Sexes,2019
Warren,3072,Male Only,2019
Warren,2165,Female Only,2019
Washington,12094,Both Sexes,2019
Washington,6439,Male Only,2019
Washington,5655,Female Only,2019
Wayne,1497,Both Sexes,2019
Wayne,828,Male Only,2019
Wayne,669,Female Only,2019
Weakley,2938,Both Sexes,2019
Weakley,1639,Male Only,2019
Weakley,1299,Female Only,2019
White,2717,Both Sexes,2019
White,1505,Male Only,2019
White,1212,Female Only,2019
Williamson,13215,Both Sexes,2019
Williamson,6942,Male Only,2019
Williamson,6273,Female Only,2019
Wilson,11543,Both Sexes,2019
Wilson,6139,Male Only,2019
Wilson,5404,Female Only,2019
